time.index,time,alameda,alpine,amador,butte,calaveras,colusa,contra.costa,del.norte,el.dorado,fresno,glenn,humboldt,imperial,inyo,kern,kings,lake,lassen,los.angeles,madera,marin,mariposa,mendocino,merced,modoc,mono,monterey,napa,nevada,orange,placer,plumas,riverside,sacramento,san.benito,san.bernardi,san.diego,san.francisc,san.joaquin,san.luis.obi,san.mateo,santa.barbar,santa.clara,santa.cruz,shasta,sierra,siskiyou,solano,sonoma,stanislaus,sutter,tehama,trinity,tulare,tuolumne,ventura,yolo,yuba
21,1997Q1,511616.9436473119,1002.2546089449293,7435.453004850241,53228.584809461994,4871.1165261079095,6022.644666014253,255787.11707597272,4783.796643503376,26618.32063537358,246096.52809411607,5931.025278913914,38017.88832224263,36807.163574954975,4949.405105711628,174096.43857122993,26294.23138847575,9665.836153084096,4276.759965178876,3330360.180016294,27533.367364736936,87938.42519847817,3356.349844806171,25135.71141781603,47524.30960882899,1670.889534009023,4424.88658521449,125516.27060019567,43132.08420742538,18251.155106135357,1077532.6871600912,71860.25722476236,4285.8433832934425,302834.6781590079,348987.6752627797,11640.88345039103,364518.6620356059,851502.4136920999,464536.7110707538,142073.14189076563,65257.18982977112,294795.99131538824,135236.19010204746,810464.618479519,82235.65435029694,45342.189858559555,510.5683660888026,10312.634646593991,78805.55591348403,140485.66691404677,117835.97231117533,18266.121051042912,11080.986432259711,1725.9772394333168,98505.76766613814,9975.274015615169,214823.61965675154,55882.79105985758,10724.197343004475
22,1997Q2,520436.58475458104,1013.8132260697028,7348.236667693475,53294.27837110432,5000.34921515337,7516.217424970531,262816.352784712,4873.059056871521,27614.863985475316,256468.92757069957,6185.885389141407,38416.369878293386,37451.82121472376,5036.241017940776,184727.69649809474,28842.152963642155,9610.827763993022,4784.591530833927,3340301.588259807,30984.664595283495,90202.85559497011,3085.7472485093867,26120.702230850442,49414.701370356124,1543.4840091520366,4510.9165029497135,123185.89639732872,44170.801684488906,18756.257356426297,1097198.9278504716,73428.6235134085,4646.478938451078,314669.3803588002,355691.14998262684,11002.90428325842,370760.6544895998,868091.7846580292,469335.30068289663,146978.508062796,69751.04663228113,298451.24733866885,136210.11964153004,836525.8008120753,83403.73646971921,45038.315892754435,540.0698966902886,10776.52956603603,79041.58661757056,144211.13679239273,122893.83976641811,19358.258430190366,11241.819007121792,1852.6470886249124,100674.91718160098,10142.717665445107,215743.52247111622,56493.268366972115,11234.396043032046
23,1997Q3,530462.5381349078,706.0643070381417,7341.747583365775,54939.9081181672,4745.216486022983,6909.256171049385,269072.3827758273,5193.485408070567,27445.18899544611,257761.99911998003,6091.167589487515,39257.27329430167,32974.1621126084,5218.826805913923,183412.46133665057,28910.646146236013,10064.560170041897,4901.931043385427,3367589.469922472,30701.1119055063,90545.03629993068,3057.134558300812,27098.9349663633,49397.264806781044,1517.039065327597,4317.410631052643,119777.7806306372,43721.76400282745,18872.877228838366,1109793.1811796534,73600.11790658928,4695.063114403219,311752.2407849148,364084.3995877097,11669.045308591583,372827.46532793477,876385.1545768764,468151.7033463984,151941.86936388435,69636.65382652705,302065.0136370934,135752.04906944724,845300.3298222112,83042.45784502922,45743.27227287397,543.0255514125616,10858.564222482819,82220.15685177989,146110.37874302774,128488.48721463645,19930.980877329515,11428.298431430767,1990.2452885891223,100912.76494818319,9923.187440051857,216493.0441904656,58606.27717403682,11432.427911275836
24,1997Q4,523773.9351793433,1161.8675757254466,7326.562693737424,54537.23032611671,4862.317988799294,5543.881468634905,259960.14758090125,4893.659067322043,28215.62687359912,241625.55323677984,6079.92212766595,38104.46951081991,37124.85309385037,5025.527252513616,173902.39588248907,25427.97147558821,9921.776253186486,4354.7175034180245,3340304.7774934517,25983.85903937453,90407.68320389032,3380.768537146228,26528.653747980527,47665.23398526622,1522.5873690905914,4490.785952342025,121194.04080283854,43611.34791294574,19025.710656710977,1110660.2070115847,73650.0011028549,4621.614779010592,315279.69818924274,366602.7779719154,11014.16750120501,368681.2144887013,878920.644633272,466695.28615527,146374.48531356195,67266.11018362144,304445.74693118525,135196.63842047006,847270.2529913522,83256.15307889272,45684.22417199494,523.3362472554436,11153.271921083013,80621.70211361254,146080.81915569148,122262.70710577915,18791.640158430357,11132.896334533662,1807.1305731420941,95348.55544377524,10225.821081212158,215514.81273372986,57806.66499043958,11562.907377914762
25,1998Q1,534907.9436473119,1041.2546089449293,7214.453004850241,52988.584809461994,4912.1165261079095,5528.644666014253,274970.1170759727,4781.796643503376,29691.32063537358,247732.52809411607,5220.025278913914,38719.88832224263,36957.163574954975,4892.195529882439,178695.43857122993,23426.23138847575,10072.836153084096,4992.759965178876,3387245.180016294,27503.367364736936,91576.42519847817,3422.349844806171,26712.71141781603,50281.30960882899,1446.889534009023,4684.88658521449,128170.27060019567,45404.08420742538,19937.155106135357,1138798.6871600912,75883.25722476236,4755.8433832934425,336321.6781590079,369099.6752627797,11779.88345039103,379578.6620356059,910586.4136920999,480256.7110707538,147693.14189076563,69666.18982977112,309989.99131538824,137128.19010204746,870746.618479519,83330.65435029694,45667.189858559555,534.5683660888026,10615.634646593991,80822.55591348403,149596.66691404677,123701.97231117533,18892.121051042912,11237.986432259711,1878.9772394333168,100163.76766613814,10161.274015615169,221951.61965675154,57284.79105985758,10457.197343004475
26,1998Q2,537731.5847545811,1087.8132260697028,7086.236667693475,53481.27837110432,5085.34921515337,5978.217424970531,270180.352784712,4696.059056871521,29978.863985475316,248092.92757069957,5506.885389141407,38786.369878293386,35972.82121472376,4881.241017940776,180695.69649809474,25562.152963642155,10336.827763993022,4789.591530833927,3405831.588259807,26874.664595283495,92214.85559497011,3400.7472485093867,26234.702230850442,50630.701370356124,1622.4840091520366,4729.9165029497135,124153.89639732872,46540.801684488906,20008.257356426297,1147126.9278504716,77698.6235134085,4488.478938451078,327675.3803588002,373783.14998262684,11289.90428325842,381987.6544895998,909959.7846580292,485022.30068289663,150858.508062796,70759.04663228113,313917.24733866885,134561.11964153004,869889.8008120753,83193.73646971921,45504.315892754435,544.0698966902886,10598.52956603603,81431.58661757056,153281.13679239273,125655.83976641811,18098.258430190366,11411.819007121792,1951.6470886249124,97990.91718160098,10303.717665445107,222437.52247111622,56513.268366972115,10368.396043032046
27,1998Q3,544144.5381349078,691.0643070381417,7455.747583365775,54474.9081181672,5334.216486022983,6417.256171049385,276071.3827758273,4916.485408070567,30348.18899544611,259096.99911998003,5993.167589487515,40224.27329430167,36528.1621126084,5127.826805913923,185032.46133665057,27326.646146236013,10367.560170041897,4881.931043385427,3430569.469922472,32454.1119055063,93620.03629993068,3163.134558300812,27127.9349663633,51932.75543319751,1705.039065327597,4480.410631052643,124652.7806306372,47632.76400282745,20344.877228838366,1169790.1811796534,78200.11790658928,4498.063114403219,343228.2407849148,375172.3995877097,11028.045308591583,387375.46532793477,926874.1545768764,492453.7033463984,152269.86936388435,72150.65382652705,316762.0136370934,136473.04906944724,879420.3298222112,85311.45784502922,45893.27227287397,575.0255514125616,10738.564222482819,84580.15685177989,153678.37874302774,131524.48721463647,18571.980877329515,11566.298431430767,2062.2452885891225,99104.76494818319,10259.187440051857,228458.0441904656,58132.27717403682,10770.500187001997
28,1998Q4,544025.9351793433,1184.8675757254466,7424.562693737424,55982.23032611671,5328.317988799294,6220.881468634905,279762.1475809012,5061.659067322043,31169.62687359912,262062.55323677984,5723.92212766595,40130.46951081991,38442.85309385037,5190.527252513616,189786.39588248907,24333.97147558821,10985.776253186486,4496.7175034180245,3449914.7774934517,32733.85903937453,94090.68320389032,3362.768537146228,28173.653747980527,52065.23398526622,1628.5873690905914,4601.785952342025,126113.04080283854,48798.34791294574,20784.710656710977,1179297.2070115847,80186.0011028549,4559.614779010592,345503.69818924274,382129.7779719154,11299.16750120501,393045.2144887013,938285.644633272,498262.28615527,156310.48531356195,72065.11018362144,318937.74693118525,139997.63842047006,872897.2529913522,85030.15307889272,47551.22417199494,506.3362472554436,10713.271921083013,85855.70211361254,156373.81915569148,131180.70710577915,19947.640158430357,11568.896334533662,2049.1305731420944,104423.55544377524,10422.821081212158,226477.81273372986,59300.66499043958,10892.907377914762
29,1999Q1,548528.9436473119,1046.2546089449293,7268.453004850241,55531.584809461994,5577.1165261079095,6567.644666014253,281019.1170759727,4974.796643503376,31729.32063537358,252293.52809411607,5843.025278913914,38986.88832224263,38640.163574954975,5064.405105711628,178914.43857122993,24410.23138847575,10830.836153084096,4575.759965178876,3448790.180016294,31288.367364736936,95949.42519847817,3177.349844806171,26478.71141781603,51702.30960882899,1707.889534009023,4904.88658521449,133468.27060019568,48993.08420742538,20848.155106135357,1186775.6871600912,81849.25722476236,4545.8433832934425,349955.6781590079,386605.6752627797,12194.88345039103,406845.6620356059,945186.4136920999,497235.7110707538,154886.14189076563,72576.18982977112,322226.99131538824,140880.19010204746,869298.618479519,83187.65435029694,47288.189858559555,574.5683660888026,10344.634646593991,85904.55591348403,155313.66691404677,130682.97231117533,19845.121051042912,12539.986432259711,1827.9772394333168,97620.76766613814,10729.274015615169,231087.61965675154,59925.79105985758,10567.197343004475
30,1999Q2,555610.5847545811,1111.8132260697028,7340.236667693475,56053.27837110432,5580.34921515337,6873.217424970531,283508.352784712,4952.059056871521,32112.863985475316,249562.92757069957,6137.885389141407,38914.369878293386,37514.82121472376,5285.241017940776,179195.69649809474,24581.152963642155,11082.827763993022,4722.591530833927,3475623.588259807,29036.664595283495,96333.85559497011,3208.7472485093867,26721.702230850442,50965.701370356124,1639.4840091520366,4549.9165029497135,133785.8963973287,49359.801684488906,21336.257356426297,1195633.9278504716,83928.6235134085,4432.478938451078,355147.3803588002,395622.14998262684,11744.90428325842,414345.6544895998,957512.7846580292,496100.30068289663,158125.508062796,70970.04663228113,325093.24733866885,139583.11964153004,875184.8008120753,83684.73646971921,46970.315892754435,516.0698966902886,10423.52956603603,86271.58661757056,157898.13679239273,131304.83976641812,19539.258430190366,12728.819007121792,1803.6470886249124,95376.91718160098,10521.717665445107,232474.52247111622,60019.268366972115,10525.396043032046
31,1999Q3,561756.5381349078,794.0643070381417,7506.747583365775,56317.9081181672,5838.216486022983,6603.256171049385,283813.3827758273,5188.485408070567,33148.18899544611,266881.99911998,6228.167589487515,38786.27329430167,38334.1621126084,5447.826805913923,183305.46133665057,24457.646146236013,11363.560170041897,4895.931043385427,3495365.469922472,33091.1119055063,96905.03629993068,3321.134558300812,27434.9349663633,52862.75543319751,1662.039065327597,4868.410631052643,132820.7806306372,50597.76400282745,21756.877228838366,1204408.1811796534,84633.11790658928,4524.063114403219,366981.2407849148,398196.3995877097,12365.045308591583,418348.46532793477,968987.1545768764,503279.7033463984,161172.86936388435,75126.65382652705,330079.0136370934,143362.04906944724,885137.3298222112,83195.45784502922,47707.27227287397,581.0255514125616,10385.564222482819,89286.15685177989,159537.37874302774,136318.48721463647,19691.980877329515,13160.298431430767,1845.2452885891223,101592.76494818319,10863.187440051857,235365.0441904656,61342.27717403682,10626.500187001997
32,1999Q4,568306.9351793433,1167.8675757254466,7396.562693737424,57372.23032611671,5679.317988799294,6521.881468634905,285087.1475809012,5059.659067322043,33288.62687359912,264219.5532367799,6166.060481647975,38821.46951081991,37204.85309385037,5263.527252513616,185408.39588248907,26244.97147558821,11548.776253186486,4466.7175034180245,3513161.7774934517,31520.85903937453,97060.68320389032,3221.768537146228,28705.653747980527,51790.23398526622,1789.5873690905914,4956.785952342025,132510.04080283854,51290.34791294574,21750.710656710977,1210915.2070115847,86340.0011028549,4483.614779010592,371671.69818924274,400809.7779719154,12349.16750120501,419769.2144887013,978437.644633272,512449.28615527,163113.48531356195,76292.11018362144,328517.74693118525,143636.63842047006,890926.2529913522,83858.15307889272,49497.22417199494,638.3362472554436,10561.271921083013,89365.70211361254,158122.81915569148,137587.70710577915,20745.640158430357,13608.896334533662,1854.1305731420941,105290.55544377524,10554.821081212158,237756.81273372986,63804.66499043958,11238.907377914762
33,2000Q1,573705.9436473119,897.2546089449293,7816.453004850241,55961.584809461994,5599.1165261079095,6230.644666014253,287102.1170759727,5029.796643503376,33358.32063537358,259091.52809411607,5968.025278913914,37742.88832224263,34862.163574954975,5198.405105711628,185732.43857122993,26186.23138847575,10674.836153084096,4341.759965178876,3504188.180016294,29904.367364736936,97537.42519847817,3061.349844806171,26757.71141781603,51082.30960882899,1624.889534009023,4682.88658521449,135065.27060019568,50818.08420742538,21751.155106135357,1223460.6871600912,87115.25722476236,4529.8433832934425,376085.6781590079,398802.6752627797,12391.88345039103,427104.6620356059,982340.4136920999,512322.7110707538,161602.14189076563,74235.18982977112,334216.99131538824,145987.19010204746,900288.618479519,84324.65435029694,48410.189858559555,567.5683660888026,10660.634646593991,89922.55591348403,160266.66691404677,134196.97231117534,19889.121051042912,13570.986432259711,1734.9772394333168,103410.76766613814,10709.274015615169,242796.61965675154,61594.79105985758,10622.197343004475
34,2000Q2,576733.5847545811,1067.8132260697028,8026.236667693475,56906.27837110432,5859.34921515337,6797.217424970531,291395.352784712,4822.059056871521,34210.86398547531,262568.9275706996,5523.885389141407,38040.369878293386,36527.82121472376,5372.241017940776,189853.69649809474,25672.152963642155,11290.827763993022,4523.591530833927,3520305.588259807,31606.664595283495,98780.85559497011,3108.7472485093867,26852.702230850442,51609.701370356124,1725.4840091520366,5044.9165029497135,133565.8963973287,52055.801684488906,22006.257356426297,1237294.9278504716,89442.6235134085,4606.478938451078,380240.3803588002,402815.14998262684,12632.90428325842,428320.6544895998,990208.7846580292,520256.30068289663,166678.508062796,75547.04663228113,344047.24733866885,145849.11964153004,918542.8008120753,84345.73646971921,48628.315892754435,575.0698966902886,10833.52956603603,91760.58661757056,163458.13679239273,135731.83976641812,19797.258430190366,13528.819007121792,1644.6470886249124,106086.91718160098,10989.717665445107,245162.52247111622,62980.268366972115,10883.396043032046
35,2000Q3,585300.5381349078,756.0643070381417,8366.747583365775,57433.9081181672,5985.216486022983,6616.256171049385,291199.3827758273,4780.485408070567,34840.18899544611,267685.99911998,5957.167589487515,38379.27329430167,37739.1621126084,5318.826805913923,195203.46133665057,26916.646146236013,10682.560170041897,4800.931043385427,3528452.469922472,33123.1119055063,99025.03629993068,3310.134558300812,27686.9349663633,51752.75543319751,1608.039065327597,5086.410631052643,136006.7806306372,51542.76400282745,22822.877228838366,1250595.1811796534,91431.11790658928,4583.063114403219,383028.2407849148,405958.3995877097,12790.045308591583,431591.46532793477,1000625.1545768764,521182.7033463984,166138.86936388435,76648.65382652705,351994.0136370934,146861.04906944724,907013.4823937657,83281.45784502922,48956.27227287397,645.0255514125616,10932.564222482819,92813.15685177989,164650.37874302774,139186.48721463647,20467.980877329515,13421.298431430767,1639.2452885891223,107118.76494818319,11240.187440051857,244730.0441904656,62001.27717403682,11722.500187001997
36,2000Q4,589345.9351793433,1175.8675757254466,8055.341411628928,57966.23032611671,5874.317988799294,6159.881468634905,291539.1475809012,4732.659067322043,34988.62687359912,261097.55323677984,5427.92212766595,38277.46951081991,33545.85309385037,5339.527252513616,188747.39588248907,28464.97147558821,10987.776253186486,4415.7175034180245,3533520.7774934517,30490.85903937453,98559.68320389032,3191.768537146228,28012.653747980527,51482.23398526622,1677.5873690905914,5279.785952342025,136044.04080283854,50901.34791294574,22914.710656710977,1256213.2070115847,95752.0011028549,4656.614779010592,387598.69818924274,406876.7779719154,12294.16750120501,434082.2144887013,1010504.644633272,521558.28615527,165999.48531356195,76619.11018362144,355492.74693118525,147519.63842047006,897339.4517492346,83874.15307889272,49333.22417199494,571.3362472554436,10521.271921083013,92873.70211361254,165315.81915569148,137709.70710577915,20256.640158430357,13360.896334533662,1646.1305731420941,105052.55544377524,11475.821081212158,247394.81273372986,61775.66499043958,11124.907377914762
37,2001Q1,600834.9436473119,935.2546089449293,7627.453004850241,57625.584809461994,5964.1165261079095,5785.644666014253,291444.1170759727,4502.796643503376,35464.32063537358,256345.52809411607,5551.025278913914,37788.88832224263,34383.163574954975,4867.405105711628,188551.43857122993,25136.23138847575,10396.836153084096,4493.759965178876,3537596.180016294,30260.367364736936,98214.42519847817,3249.349844806171,26711.71141781603,50522.30960882899,1699.889534009023,5234.88658521449,138387.27060019568,53677.08420742538,22598.155106135357,1271923.6871600912,100859.25722476236,4757.8433832934425,386233.6781590079,408344.6752627797,12823.88345039103,439639.6620356059,1007227.4136920999,511821.0286612401,166456.14189076563,77116.18982977112,349155.99131538824,147315.19010204746,890572.2985119324,86518.65435029694,49972.189858559555,446.5683660888026,10511.634646593991,94982.55591348403,167463.66691404677,136244.97231117534,20947.121051042912,13217.986432259711,1696.9772394333168,102929.76766613814,11778.274015615169,249842.61965675154,63781.79105985758,10688.197343004475
38,2001Q2,596746.5847545811,969.8132260697028,7654.236667693475,57444.27837110432,6052.34921515337,5992.217424970531,291448.352784712,4513.059056871521,35498.86398547531,260117.92757069957,5529.885389141407,37500.369878293386,36404.82121472376,5025.241017940776,190869.69649809474,24687.152963642155,10584.827763993022,4515.591530833927,3532448.588259807,30329.664595283495,98535.85559497011,3397.7472485093867,26848.702230850442,50761.701370356124,1749.4840091520366,5450.9165029497135,138692.8963973287,54617.801684488906,23126.257356426297,1269665.9278504716,100747.6235134085,4824.478938451078,388961.3803588002,411387.14998262684,13037.90428325842,442902.6544895998,1007261.7846580292,506218.30068289663,169441.508062796,78381.04663228113,347035.24733866885,144775.11964153004,882039.7994195753,86368.73646971921,50075.315892754435,429.0698966902886,10399.52956603603,95761.58661757056,168474.13679239273,137771.83976641812,20482.258430190366,13334.819007121792,1696.6470886249124,105658.91718160098,11713.717665445107,252138.52247111622,64024.268366972115,10596.396043032046
39,2001Q3,585857.5381349078,747.0643070381417,7368.747583365775,57392.9081181672,6198.216486022983,5222.256171049385,290791.3827758273,4358.485408070567,35772.18899544611,262037.99911998003,5578.167589487515,37656.27329430167,34835.1621126084,4958.826805913923,192237.46133665057,24934.646146236013,10962.560170041897,4608.931043385427,3484952.469922472,29947.1119055063,97837.03629993068,3594.134558300812,27013.9349663633,50330.75543319751,1639.039065327597,5155.410631052643,135864.7806306372,53948.76400282745,23328.877228838366,1259564.1811796534,101192.11790658928,4828.063114403219,400580.2407849148,414678.3995877097,13567.045308591583,443572.46532793477,1008883.1545768764,491969.7033463984,167025.86936388435,80364.65382652705,336672.0136370934,144897.04906944724,870862.1996350937,83601.45784502922,50506.27227287397,458.0255514125616,10233.564222482819,96764.15685177989,167363.37874302774,140070.48721463647,21137.980877329515,13668.298431430767,1743.2452885891223,106880.76494818319,11966.187440051857,249674.0441904656,62727.27717403682,11186.500187001997
40,2001Q4,574960.9351793433,615.8675757254466,7284.562693737424,56615.23032611671,6244.317988799294,5409.881468634905,288352.1475809012,4305.659067322043,36733.62687359912,257088.55323677984,5559.92212766595,37278.46951081991,31935.85309385037,4915.527252513616,187101.39588248907,25377.97147558821,10817.776253186486,4446.7175034180245,3468141.7774934517,30063.85903937453,97253.68320389032,3533.768537146228,26941.653747980527,51447.23398526622,1728.5873690905914,5169.785952342025,136923.04080283854,53545.34791294574,23213.710656710977,1249361.2070115847,101588.0011028549,4772.614779010592,394261.69818924274,411335.7779719154,12555.16750120501,442850.2144887013,1007041.644633272,477919.28615527,166005.48531356195,78705.11018362144,328074.74693118525,144340.63842047006,862078.2529913522,83824.15307889272,51148.22417199494,392.3362472554436,10052.271921083013,94785.70211361254,165496.81915569148,137221.70710577915,22164.640158430357,14288.896334533662,1712.1305731420941,106536.55544377524,11948.821081212158,249386.81273372986,62990.66499043958,10556.907377914762
41,2002Q1,565160.9436473119,889.2546089449293,7637.453004850241,57900.584809461994,6213.1165261079095,5793.644666014253,290352.1170759727,4034.7966435033754,37055.32063537358,260310.52809411607,5228.025278913914,37108.88832224263,33987.163574954975,4863.405105711628,187908.43857122993,25214.23138847575,11030.836153084096,4900.759965178876,3441871.180016294,29178.367364736936,98401.42519847817,3684.349844806171,26054.71141781603,51972.30960882899,1794.889534009023,5174.88658521449,139455.27060019568,53589.08420742538,22958.155106135357,1240448.6871600912,101419.25722476236,4648.8433832934425,401901.6781590079,410461.6752627797,12363.88345039103,443365.6620356059,1003921.4136920999,464280.7110707538,165311.14189076563,79898.18982977112,316380.99131538824,144159.19010204746,834840.618479519,82954.65435029694,51402.189858559555,417.5683660888026,10217.634646593991,94714.55591348403,164808.66691404677,136180.97231117534,21540.121051042912,13626.986432259711,1742.9772394333168,105862.76766613814,11973.274015615169,251010.61965675154,61950.79105985758,10349.197343004475
42,2002Q2,569721.5847545811,732.8132260697028,7855.236667693475,58760.27837110432,6272.34921515337,5880.217424970531,292443.352784712,4261.059056871521,37354.86398547531,261937.92757069957,5313.885389141407,37029.369878293386,34808.82121472376,4774.241017940776,189953.69649809474,24890.152963642155,11308.827763993022,4831.591530833927,3454245.588259807,28816.664595283495,97968.85559497011,3765.7472485093867,26321.702230850442,52319.701370356124,1699.4840091520366,5546.9165029497135,137702.8963973287,54914.801684488906,23536.257356426297,1243176.9278504716,101934.6235134085,4878.478938451078,408959.3803588002,410333.14998262684,12396.90428325842,449733.6544895998,1019205.7846580292,459178.30068289663,166351.508062796,80206.04663228113,316487.24733866885,143418.11964153004,817824.8008120753,81887.73646971921,51544.315892754435,389.0698966902886,10280.52956603603,95922.58661757056,164033.13679239273,137936.83976641812,21018.258430190366,13785.819007121792,1798.6470886249124,107755.91718160098,11759.717665445107,252339.52247111622,62179.268366972115,10537.396043032046
43,2002Q3,567515.5381349078,753.0643070381417,7832.747583365775,57804.9081181672,6381.216486022983,5069.256171049385,291216.3827758273,4180.485408070567,37626.18899544611,264385.99911998,5337.167589487515,37547.27329430167,35407.1621126084,4622.826805913923,188676.46133665057,24755.646146236013,11327.560170041897,4904.931043385427,3442968.469922472,29979.1119055063,97086.03629993068,3952.134558300812,26531.9349663633,53110.75543319751,1702.039065327597,5247.410631052643,135578.7806306372,55471.76400282745,23802.877228838366,1242991.1811796534,102143.11790658928,4929.063114403219,411948.2407849148,412251.3995877097,12598.045308591583,449478.46532793477,1013552.1545768764,452035.7033463984,167699.86936388435,80511.65382652705,311796.0136370934,144214.04906944724,804695.3298222112,81688.45784502922,51676.27227287397,412.0255514125616,10284.564222482819,96028.15685177989,165256.37874302774,141194.48721463647,21443.980877329515,13575.298431430767,1772.2452885891223,107227.76494818319,11782.187440051857,253461.0441904656,61659.27717403682,10643.500187001997
44,2002Q4,565569.9351793433,648.8675757254466,7886.562693737424,58290.23032611671,6201.317988799294,5145.881468634905,290830.1475809012,4128.659067322043,37563.62687359912,265095.5532367799,5547.92212766595,36620.46951081991,33171.85309385037,4651.527252513616,188491.39588248907,24498.97147558821,11185.776253186486,5063.7175034180245,3449202.7774934517,30527.85903937453,97183.68320389032,3668.768537146228,26574.653747980527,52260.23398526622,1740.5873690905914,5273.785952342025,138039.04080283854,54429.34791294574,23873.710656710977,1250792.2070115847,104702.0011028549,4736.614779010592,413590.69818924274,412837.7779719154,12819.16750120501,452020.2144887013,1020364.644633272,450199.28615527,168812.48531356195,78958.11018362144,308228.74693118525,142883.63842047006,794661.2529913522,81016.15307889272,52569.22417199494,346.3362472554436,10002.271921083013,96514.70211361254,164476.81915569148,138363.70710577915,22220.640158430357,14126.896334533662,1744.1305731420941,106237.55544377524,11974.821081212158,252867.81273372986,62735.66499043958,10507.907377914762
45,2003Q1,569165.9436473119,878.2546089449293,7111.453004850241,58017.584809461994,6159.1165261079095,6018.644666014253,286338.1170759727,4271.796643503376,37977.32063537358,258136.52809411607,5155.025278913914,36296.88832224263,35648.163574954975,4602.405105711628,190775.43857122993,26004.23138847575,10881.836153084096,4908.759965178876,3425883.180016294,29911.367364736936,96580.42519847817,3245.349844806171,26006.71141781603,52056.30960882899,1723.889534009023,5463.88658521449,138257.27060019568,54438.08420742538,22989.155106135357,1255238.6871600912,107146.25722476236,4935.8433832934425,421694.6781590079,417189.6752627797,12903.88345039103,452343.6620356059,1025675.4136920999,446206.7110707538,171433.14189076563,79863.18982977112,303372.99131538824,144818.19010204746,774847.618479519,80521.65435029694,52542.189858559555,379.5683660888026,10176.634646593991,98919.55591348403,160693.66691404677,138826.97231117534,22117.121051042912,13550.986432259711,1716.9772394333168,106206.76766613814,12326.274015615169,253901.61965675154,61596.79105985758,10136.197343004475
46,2003Q2,566352.5847545811,864.8132260697028,7154.236667693475,58181.27837110432,6223.34921515337,5618.217424970531,285980.352784712,4338.059056871521,38389.86398547531,260719.92757069957,5173.885389141407,36038.369878293386,38003.82121472376,4617.241017940776,194102.69649809474,25812.152963642155,11224.827763993022,4843.591530833927,3434885.588259807,29809.664595283495,95749.85559497011,3194.7472485093867,25640.702230850442,52308.701370356124,1761.4840091520366,5792.9165029497135,143373.8963973287,55035.801684488906,23298.257356426297,1258214.9278504716,108523.6235134085,5064.478938451078,424759.3803588002,420085.14998262684,12839.90428325842,457108.6544895998,1027887.7846580292,443597.30068289663,173538.508062796,79663.04663228113,297955.24733866885,146955.11964153004,764628.8008120753,79531.73646971921,52951.315892754435,375.0698966902886,10117.52956603603,99854.58661757056,160480.13679239273,140002.83976641812,21692.258430190366,13505.819007121792,1670.6470886249124,106551.91718160098,12027.717665445107,254115.52247111622,61546.268366972115,10086.396043032046
47,2003Q3,563803.5381349078,699.0643070381417,7150.747583365775,57220.9081181672,6126.216486022983,4916.256171049385,284340.3827758273,4325.485408070567,38582.18899544611,263523.99911998,5060.167589487515,36331.27329430167,37225.1621126084,4481.826805913923,194299.46133665057,25906.646146236013,10879.560170041897,4817.931043385427,3410056.469922472,31046.1119055063,95507.03629993068,3324.134558300812,25870.9349663633,52272.75543319751,1775.039065327597,5525.410631052643,137900.7806306372,55149.76400282745,22937.877228838366,1276038.1811796534,108160.11790658928,5063.063114403219,429795.2407849148,419788.3995877097,12717.045308591583,469373.46532793477,1030701.1545768764,437694.7033463984,171119.86936388435,79031.65382652705,293132.0136370934,145289.04906944724,749590.3298222112,78492.45784502922,52681.27227287397,385.0255514125616,10101.564222482819,99235.15685177989,158502.37874302774,138103.48721463647,21630.980877329515,13458.298431430767,1701.2452885891223,105443.76494818319,12077.187440051857,257570.0441904656,59373.27717403682,9915.500187001997
48,2003Q4,562890.9351793433,593.8675757254466,7256.562693737424,57588.23032611671,6154.317988799294,5410.881468634905,286225.1475809012,4300.659067322043,39030.62687359912,264935.5532367799,5389.92212766595,36439.46951081991,34806.85309385037,4422.527252513616,195235.39588248907,26901.97147558821,10672.776253186486,4968.7175034180245,3428394.7774934517,32502.85903937453,95109.68320389032,3230.768537146228,26235.653747980527,52480.23398526622,1718.5873690905914,6026.785952342025,137763.04080283854,55125.34791294574,22962.710656710977,1286927.2070115847,107951.0011028549,5078.614779010592,437935.69818924274,421347.7779719154,12794.16750120501,473670.2144887013,1041772.644633272,438689.28615527,171554.48531356195,80132.11018362144,290062.74693118525,147326.63842047006,751174.2529913522,77861.15307889272,52666.22417199494,453.3362472554436,9839.271921083013,100345.70211361254,159252.81915569148,140405.70710577915,22097.640158430357,13055.896334533662,1685.1305731420941,107805.55544377524,12093.821081212158,257107.81273372986,60507.66499043958,10206.907377914762
